rxn_id,ok,rmsd,ref_d1,ref_d2,gen_d1,gen_d2,dd1,dd2
110,True,1.8885566725109384,2.0161871273768215,2.4559975699092216,2.7192497177054187,2.556121030777103,0.7030625903285972,0.1001234608678816
112,True,0.4080885771936531,2.72739152902549,2.0604562615595605,2.293104573903685,2.283582597960275,-0.43428695512180493,0.22312633640071455
113,True,0.9417507812061039,2.0885789744704413,2.3987798592200993,2.3958053422016574,2.483332458966177,0.30722636773121614,0.08455259974607765
114,True,0.3805582332707398,2.5791927990749355,2.688112990668361,2.524329383916449,2.4875656990481674,-0.05486341515848636,-0.20054729162019358
115,True,0.2621079025631613,2.5786552733159196,2.8005011205496775,2.2395682393075234,2.746622305991488,-0.33908703400839624,-0.053878814558189436
118,True,0.4832871118378103,2.750657521430103,2.80874209611705,2.4321098735379945,2.5317979001725237,-0.31854764789210854,-0.27694419594452624
120,True,0.309165640934088,2.253542399534564,2.215770979004825,2.477370023875723,2.2999773457075614,0.22382762434115877,0.08420636670273662
121,True,0.6609431018877242,2.3437784468033662,2.0176663919984392,2.7149022118448394,2.308924176920715,0.37112376504147315,0.29125778492227594
122,True,0.9737986675063005,2.4278057102247703,2.6788552556269254,2.391846667576122,2.5785910968170196,-0.03595904264864824,-0.1002641588099058
123,True,0.8687449394495895,2.4034957826049954,2.7566553995920495,2.3649029698742403,2.6890713177892844,-0.0385928127307551,-0.0675840818027651
124,True,0.1088397777616219,2.2782200812256925,2.4408489309459527,2.3467421074958366,2.3149718716828938,0.06852202627014403,-0.12587705926305892
125,True,0.11818097983098794,2.3954285064054823,2.2281512588242296,2.6050215970141206,2.302321865835878,0.2095930906086383,0.07417060701164857
126,True,0.10505587002532281,2.4075050270975553,2.294601915474665,2.314581743174131,2.394045912668552,-0.0929232839234242,0.09944399719388697
127,True,0.2420825619629836,2.5617911181241926,2.2641982695426655,2.33646987234075,2.5191152541680184,-0.2253212457834426,0.25491698462535295
128,True,0.20767651169838633,2.736174887557446,2.2273532302937493,2.4064533209077625,2.2119733208196704,-0.32972156664968333,-0.015379909474078968
129,True,0.14839472357974887,2.406697090163197,2.3814778966011843,2.365936528483594,2.4229623418431414,-0.0407605616796034,0.04148444524195716
130,True,0.6255882462018156,2.339812531315276,1.9684956458676763,2.5688609019876885,2.1043391397457776,0.22904837067241246,0.13584349387810124
131,True,1.221221778155976,2.0304226792961115,2.2131176135939996,2.3347803787459327,2.872134869545997,0.30435769944982116,0.6590172559519973
132,True,0.18438647763537497,2.118722601687158,2.200943220848734,2.198033175117473,2.4345030283762226,0.07931057343031522,0.2335598075274885
133,True,0.2491183338432722,2.237450712619163,2.2128609320967283,2.088164239587969,2.3632367776314758,-0.14928647303119424,0.15037584553474748
134,True,0.3493214526937511,2.6237975083836025,2.0815012703575273,2.4496913353128797,2.3031071884578016,-0.17410617307072274,0.2216059181002743
135,True,0.29914735053378094,2.7889484919768597,2.12112493158701,2.415364958404009,2.2627048406864736,-0.3735835335728508,0.14157990909946339
136,True,0.9968120232603979,2.009901477212254,2.545841795340001,2.1280138992086024,2.3829463053751336,0.11811242199634853,-0.16289548996486758
137,True,0.945569425644566,2.2960686777620567,2.1154824562496377,2.3296363475347395,2.263364912698127,0.03356766977268277,0.1478824564484893
